group_id,season_id,division,group_letter,player_id,slot,played,wins,losses,draws,games_for,games_against,win_pct,points,bonus,total
2005-s3-single-GE,2005-s3,single,E,P0132,3,6,5,0,1,46,14,77,17,,17
2005-s3-single-GE,2005-s3,single,E,P0089,4,5,1,4,0,24,26,48,3,,3
2005-s3-single-GE,2005-s3,single,E,P0064,5,2,1,1,0,12,8,60,3,,3
2005-s3-single-GE,2005-s3,single,E,P0039,6,5,2,3,0,21,29,42,6,,6
2005-s3-single-GF,2005-s3,single,F,P0028,0,0,,,,,,,,,
2005-s3-single-GF,2005-s3,single,F,P0076,1,5,1,4,0,25,25,50,3,,3
2005-s3-single-GF,2005-s3,single,F,P0004,2,6,6,0,0,44,16,73,19,,19
2005-s3-single-GF,2005-s3,single,F,P0024,3,6,3,2,1,34,26,56,11,,11
2005-s3-single-GF,2005-s3,single,F,P0068,4,6,2,3,1,33,27,55,8,,8
2005-s3-single-GF,2005-s3,single,F,P0142,5,4,3,1,0,24,16,60,9,,9
2005-s3-single-GF,2005-s3,single,F,P0063,6,5,3,2,0,30,20,60,9,,9
2005-s3-single-GG,2005-s3,single,G,P0084,0,2,0,0,2,5,15,25,1,,1
2005-s3-single-GG,2005-s3,single,G,P0009,1,3,0,3,0,8,22,27,0,,0
2005-s3-single-GG,2005-s3,single,G,P0062,2,5,3,2,0,27,23,54,9,,9
2005-s3-single-GG,2005-s3,single,G,P0017,3,5,4,1,0,27,23,54,12,,12
2005-s3-single-GG,2005-s3,single,G,P0025,4,4,0,3,1,12,28,30,1,,1
2005-s3-single-GG,2005-s3,single,G,P0030,5,2,0,2,0,8,12,40,0,,0
2005-s3-single-GG,2005-s3,single,G,P0001,6,5,5,0,0,43,7,86,15,,15
2005-s4-single-GA,2005-s4,single,A,P0123,0,6,5,1,0,40,20,67,16,,16
2005-s4-single-GA,2005-s4,single,A,P0132,1,6,5,1,0,40,20,67,16,,16
2005-s4-single-GA,2005-s4,single,A,P0051,2,6,2,3,1,27,33,45,8,,8
2005-s4-single-GA,2005-s4,single,A,P0153,3,6,0,6,0,16,44,27,1,,1
2005-s4-single-GA,2005-s4,single,A,P0143,4,6,3,2,1,30,30,50,11,,11
2005-s4-single-GA,2005-s4,single,A,P0009,5,6,3,2,1,31,29,52,11,,11
2005-s4-single-GA,2005-s4,single,A,P0086,6,6,1,4,1,28,32,47,5,,5
2005-s4-single-GB,2005-s4,single,B,P0073,0,6,4,2,0,36,24,60,13,,13
2005-s4-single-GB,2005-s4,single,B,P0032,1,6,6,0,0,49,11,82,19,,19
2005-s4-single-GB,2005-s4,single,B,P0151,2,4,1,3,0,11,39,28,3,,3
2005-s4-single-GB,2005-s4,single,B,P0091,3,6,3,3,0,33,27,55,10,,10
2005-s4-single-GB,2005-s4,single,B,P0072,4,6,2,4,0,27,33,45,7,,7
2005-s4-single-GB,2005-s4,single,B,P0124,5,6,3,3,0,28,32,47,10,,10
2005-s4-single-GB,2005-s4,single,B,P0120,6,5,1,4,0,17,33,34,3,,3
2005-s4-single-GC,2005-s4,single,C,P0027,0,6,6,0,0,47,13,78,19,,19
2005-s4-single-GC,2005-s4,single,C,P0135,1,6,5,1,0,46,14,77,15,,15
2005-s4-single-GC,2005-s4,single,C,P0116,2,5,1,4,0,14,36,28,3,,3
2005-s4-single-GC,2005-s4,single,C,P0102,3,5,0,5,0,0,50,0,0,,0
2005-s4-single-GC,2005-s4,single,C,P0063,4,6,4,2,0,36,24,60,13,,13
2005-s4-single-GC,2005-s4,single,C,P0147,5,4,1,3,0,14,26,35,3,,3
2005-s4-single-GC,2005-s4,single,C,P0099,6,6,2,4,0,33,27,55,7,,7
2005-s4-single-GD,2005-s4,single,D,P0062,0,4,2,1,1,25,15,63,7,,7
2005-s4-single-GD,2005-s4,single,D,P0054,1,4,3,0,1,24,16,60,10,,10
2005-s4-single-GD,2005-s4,single,D,P0126,2,6,1,3,2,21,39,35,6,,6
2005-s4-single-GD,2005-s4,single,D,P0077,3,5,4,1,0,33,17,66,12,,12
2005-s4-single-GD,2005-s4,single,D,P0089,4,6,2,4,0,30,30,50,7,,7
2005-s4-single-GD,2005-s4,single,D,P0033,5,6,4,2,0,35,25,58,13,,13
2005-s4-single-GD,2005-s4,single,D,P0106,6,6,1,5,0,18,42,30,4,,4
2005-s4-single-GE,2005-s4,single,E,P0133,0,6,3,2,1,28,32,47,11,,11
2005-s4-single-GE,2005-s4,single,E,P0114,1,6,2,3,1,35,25,58,8,,8
2005-s4-single-GE,2005-s4,single,E,P0140,2,6,5,0,1,37,23,62,17,,17
2005-s4-single-GE,2005-s4,single,E,P0138,3,6,4,2,0,38,22,63,13,,13
2005-s4-single-GE,2005-s4,single,E,P0088,4,6,1,5,0,19,41,32,4,,4
2005-s4-single-GE,2005-s4,single,E,P0119,5,6,1,3,2,27,33,45,6,,6
2005-s4-single-GE,2005-s4,single,E,P0075,6,6,2,3,1,26,34,43,8,,8
2005-s4-single-GF,2005-s4,single,F,P0005,0,6,5,0,1,43,17,72,17,,17
2005-s4-single-GF,2005-s4,single,F,P0042,1,6,4,2,0,38,22,63,13,,13
2005-s4-single-GF,2005-s4,single,F,P0045,2,5,2,3,0,16,34,32,6,,6
2005-s4-single-GF,2005-s4,single,F,P0074,3,6,3,2,1,27,33,45,11,,11
2005-s4-single-GF,2005-s4,single,F,P0002,4,6,2,4,0,28,32,47,7,,7
2005-s4-single-GF,2005-s4,single,F,P0098,5,6,0,6,0,17,43,28,1,,1
2005-s4-single-GF,2005-s4,single,F,P0020,6,5,3,2,0,31,19,62,9,,9
2005-s4-single-GG,2005-s4,single,G,P0105,0,6,3,3,0,29,31,48,10,,10
2005-s4-single-GG,2005-s4,single,G,P0094,1,5,3,1,1,35,15,70,10,,10
2005-s4-single-GG,2005-s4,single,G,P0104,2,5,4,0,1,37,13,74,13,,13
2005-s4-single-GG,2005-s4,single,G,P0076,3,6,5,0,1,39,21,65,17,,17
2005-s4-single-GG,2005-s4,single,G,P0064,4,6,1,4,1,25,35,42,5,,5
2005-s4-single-GG,2005-s4,single,G,P0146,5,6,1,5,0,18,42,30,4,,4
2005-s4-single-GG,2005-s4,single,G,P0110,6,6,1,5,0,17,43,28,4,,4
2005-s4-single-GH,2005-s4,single,H,P0050,0,3,2,0,1,20,10,67,7,,7
2005-s4-single-GH,2005-s4,single,H,P0080,1,3,3,0,0,23,7,76,9,,9
2005-s4-single-GH,2005-s4,single,H,P0021,2,4,1,2,1,17,23,43,4,,4
2005-s4-single-GH,2005-s4,single,H,P0024,3,6,2,4,0,25,35,42,7,,7
2005-s4-single-GH,2005-s4,single,H,P0017,4,5,4,1,0,30,20,60,12,,12
2005-s4-single-GH,2005-s4,single,H,P0111,5,6,2,2,2,31,29,52,9,,9
2005-s4-single-GH,2005-s4,single,H,P0011,6,5,0,5,0,14,36,28,0,,0
2005-s4-single-GI,2005-s4,single,I,P0034,0,6,4,1,1,40,20,67,14,,14
2005-s4-single-GI,2005-s4,single,I,P0035,1,6,3,2,1,32,28,52,11,,11
2005-s4-single-GI,2005-s4,single,I,P0026,2,6,4,1,1,43,17,72,14,,14
2005-s4-single-GI,2005-s4,single,I,P0093,3,6,0,5,1,16,44,27,2,,2
2005-s4-single-GI,2005-s4,single,I,P0129,4,5,1,3,1,13,37,26,4,,4
2005-s4-single-GI,2005-s4,single,I,P0071,5,6,4,2,0,38,22,63,13,,13
2005-s4-single-GI,2005-s4,single,I,P0152,6,5,1,3,1,18,32,36,4,,4
2005-s4-single-GJ,2005-s4,single,J,P0048,0,5,4,1,0,33,17,66,12,,12
2005-s4-single-GJ,2005-s4,single,J,P0013,1,4,2,1,1,25,15,63,7,,7
2005-s4-single-GJ,2005-s4,single,J,P0066,2,6,0,6,0,12,48,20,1,,1
2005-s4-single-GJ,2005-s4,single,J,P0149,3,6,1,4,1,26,34,43,5,,5
2005-s4-single-GJ,2005-s4,single,J,P0010,4,6,6,0,0,44,16,73,19,,19
2005-s4-single-GJ,2005-s4,single,J,P0117,5,6,2,4,0,19,41,32,7,,7
2005-s4-single-GJ,2005-s4,single,J,P0090,6,5,3,2,0,31,19,62,9,,9
2005-s4-single-GK,2005-s4,single,K,P0065,0,6,3,2,1,33,27,55,11,,11
2005-s4-single-GK,2005-s4,single,K,P0029,1,6,5,1,0,44,16,73,16,,16
2005-s4-single-GK,2005-s4,single,K,P0085,2,6,1,4,1,26,34,43,5,,5
2005-s4-single-GK,2005-s4,single,K,P0060,3,5,5,0,0,35,15,70,12,,12
2005-s4-single-GK,2005-s4,single,K,P0043,4,6,0,6,0,15,45,25,1,,1
2005-s4-single-GK,2005-s4,single,K,P0056,5,6,2,4,0,17,43,28,7,,7
2005-s4-single-GK,2005-s4,single,K,P0112,6,5,2,1,2,30,20,60,8,,8
2006-s1-single-GA,2006-s1,single,A,P0258,0,6,6,0,0,46,14,77,19,,19
2006-s1-single-GA,2006-s1,single,A,P0111,1,6,2,3,1,23,37,38,8,,8
2006-s1-single-GA,2006-s1,single,A,P0332,2,5,3,1,1,30,20,60,10,,10
2006-s1-single-GA,2006-s1,single,A,P0146,3,5,0,5,0,11,39,22,0,,0
2006-s1-single-GA,2006-s1,single,A,P0635,4,6,2,3,1,23,37,38,8,,8
2006-s1-single-GA,2006-s1,single,A,P0007,5,4,0,3,1,16,24,40,1,,1
2006-s1-single-GA,2006-s1,single,A,P0410,6,6,4,2,0,41,19,68,13,,13
2006-s1-single-GB,2006-s1,single,B,P0478,0,6,5,1,0,49,11,81,16,,16
2006-s1-single-GB,2006-s1,single,B,P0503,1,6,3,2,1,33,27,55,11,,11
2006-s1-single-GB,2006-s1,single,B,P0029,2,6,3,2,1,35,25,58,11,,11
2006-s1-single-GB,2006-s1,single,B,P0636,3,5,0,5,0,0,50,0,3,,3
2006-s1-single-GB,2006-s1,single,B,P0089,4,0,0,0,0,0,0,0,0,,0
2006-s1-single-GB,2006-s1,single,B,P0619,5,6,4,1,1,46,14,77,14,,14
2006-s1-single-GB,2006-s1,single,B,P0444,6,6,3,2,1,37,23,62,11,,11
2006-s1-single-GC,2006-s1,single,C,P0490,0,5,5,0,0,35,15,70,16,,16
2006-s1-single-GC,2006-s1,single,C,P0584,1,6,1,4,1,21,39,35,5,,5
2006-s1-single-GC,2006-s1,single,C,P0091,2,6,1,5,0,20,40,33,4,,4
2006-s1-single-GC,2006-s1,single,C,P0045,3,6,3,2,1,32,28,53,11,,11
2006-s1-single-GC,2006-s1,single,C,P0196,4,6,3,2,1,32,28,53,11,,11
2006-s1-single-GC,2006-s1,single,C,P0386,5,6,3,2,1,36,24,60,11,,11
2006-s1-single-GC,2006-s1,single,C,P0164,6,6,3,3,0,29,31,48,10,,10
2006-s1-single-GD,2006-s1,single,D,P0547,0,6,2,3,1,28,32,47,8,,8
2006-s1-single-GD,2006-s1,single,D,P0257,1,6,6,0,0,51,9,85,19,,19
2006-s1-single-GD,2006-s1,single,D,P0024,2,6,3,3,0,33,27,56,10,,10
2006-s1-single-GD,2006-s1,single,D,P0566,3,6,0,6,0,0,60,0,0,,0
2006-s1-single-GD,2006-s1,single,D,P0334,4,6,4,1,1,39,21,65,14,,14
2006-s1-single-GD,2006-s1,single,D,P0051,5,6,2,2,2,32,28,54,9,,9
2006-s1-single-GD,2006-s1,single,D,P0337,6,6,1,3,2,27,33,45,6,,6
2006-s1-single-GE,2006-s1,single,E,P0297,0,6,5,0,1,42,18,70,17,,17
2006-s1-single-GE,2006-s1,single,E,P0033,1,6,5,1,0,39,21,65,16,,16
2006-s1-single-GE,2006-s1,single,E,P0381,2,6,3,1,2,36,24,60,12,,12
2006-s1-single-GE,2006-s1,single,E,P0002,3,6,1,4,1,25,35,42,5,,5
2006-s1-single-GE,2006-s1,single,E,P0426,4,5,0,5,0,9,41,18,0,,0
2006-s1-single-GE,2006-s1,single,E,P0379,5,6,3,2,1,34,26,57,11,,11
2006-s1-single-GE,2006-s1,single,E,P0351,6,5,0,4,1,15,35,30,1,,1
2006-s1-single-GF,2006-s1,single,F,P0077,0,5,3,1,1,32,18,64,10,,10
2006-s1-single-GF,2006-s1,single,F,P0349,1,6,5,1,0,47,13,78,16,,16
2006-s1-single-GF,2006-s1,single,F,P0017,2,6,4,2,0,38,22,63,13,,13
2006-s1-single-GF,2006-s1,single,F,P0238,3,6,3,2,1,34,26,57,11,,11
2006-s1-single-GF,2006-s1,single,F,P0613,4,5,1,4,0,20,30,30,3,,3
2006-s1-single-GF,2006-s1,single,F,P0419,5,0,0,0,0,0,0,0,0,,0
2006-s1-single-GF,2006-s1,single,F,P0440,6,6,3,3,0,29,31,48,10,,10
2006-s1-single-GG,2006-s1,single,G,P0073,0,6,6,0,0,43,17,72,19,,19
2006-s1-single-GG,2006-s1,single,G,P0569,1,6,3,2,1,35,25,58,11,,11
2006-s1-single-GG,2006-s1,single,G,P0360,2,6,1,5,0,21,39,35,4,,4
2006-s1-single-GG,2006-s1,single,G,P0060,3,6,3,2,1,35,25,58,11,,11
2006-s1-single-GG,2006-s1,single,G,P0126,4,6,2,4,0,22,38,37,7,,7
2006-s1-single-GG,2006-s1,single,G,P0243,5,6,3,1,2,35,25,58,12,,12
2006-s1-single-GG,2006-s1,single,G,P0286,6,6,1,5,0,19,41,32,4,,4
2006-s1-single-GH,2006-s1,single,H,P0362,0,5,4,0,1,38,12,76,14,,14
2006-s1-single-GH,2006-s1,single,H,P0168,1,0,0,0,0,,,0,0,,0
2006-s1-single-GH,2006-s1,single,H,P0063,2,6,3,3,0,22,28,44,10,,10
2006-s1-single-GH,2006-s1,single,H,P0476,3,6,3,2,1,40,20,67,11,,11
2006-s1-single-GH,2006-s1,single,H,P0053,4,6,4,1,1,42,18,70,14,,14
2006-s1-single-GH,2006-s1,single,H,P0325,5,6,3,2,1,34,26,57,11,,11
2006-s1-single-GH,2006-s1,single,H,P0236,6,6,1,3,2,22,38,44,6,,6
2006-s1-single-GI,2006-s1,single,I,P0140,0,5,5,0,0,35,15,70,15,,15
2006-s1-single-GI,2006-s1,single,I,P0330,1,6,4,2,0,32,28,48,13,,13
2006-s1-single-GI,2006-s1,single,I,P0026,2,6,2,4,0,32,28,53,7,,7
2006-s1-single-GI,2006-s1,single,I,P0562,3,5,4,1,0,29,21,58,13,,13
2006-s1-single-GI,2006-s1,single,I,P0009,4,4,0,4,0,9,31,23,0,,0
2006-s1-single-GI,2006-s1,single,I,P0047,5,5,0,4,1,15,35,30,1,,1
2006-s1-single-GI,2006-s1,single,I,P0316,6,6,3,2,1,34,26,57,11,,11
2006-s1-single-GN,2006-s1,single,N,P0094,0,5,4,1,0,38,12,76,12,,12
2006-s1-single-GN,2006-s1,single,N,P0042,1,5,4,1,0,37,13,74,12,,12
2006-s1-single-GN,2006-s1,single,N,P0062,2,6,4,2,0,30,30,50,13,,13
2006-s1-single-GN,2006-s1,single,N,P0076,3,2,0,1,1,7,33,18,1,,1
2006-s1-single-GN,2006-s1,single,N,P0545,4,5,3,1,1,41,19,68,14,,14
2006-s1-single-GN,2006-s1,single,N,P0598,5,5,0,5,0,5,45,1,0,,0
2006-s1-single-GN,2006-s1,single,N,P0075,6,6,1,3,2,30,30,50,6,,6
2006-s1-single-GJ,2006-s1,single,J,P0610,0,5,1,3,1,25,25,50,4,,4
2006-s1-single-GJ,2006-s1,single,J,P0502,1,6,3,2,1,33,27,55,11,,11
2006-s1-single-GJ,2006-s1,single,J,P0057,2,6,3,2,1,30,30,50,11,,11
2006-s1-single-GJ,2006-s1,single,J,P0468,3,5,2,2,1,24,26,48,7,,7
2006-s1-single-GJ,2006-s1,single,J,P0352,4,6,3,2,1,29,31,48,11,,11
2006-s1-single-GJ,2006-s1,single,J,P0185,5,6,3,2,1,33,27,55,11,,11
2006-s1-single-GJ,2006-s1,single,J,P0200,6,6,2,4,0,26,34,43,7,,7
2006-s1-single-GK,2006-s1,single,K,P0260,0,4,0,4,0,14,26,35,0,,0
2006-s1-single-GK,2006-s1,single,K,P0171,1,3,3,0,0,22,8,573,9,,9
2006-s1-single-GK,2006-s1,single,K,P0450,2,6,3,3,0,28,32,47,10,,10
2006-s1-single-GK,2006-s1,single,K,P0259,3,5,2,3,0,20,30,40,6,,6
2006-s1-single-GK,2006-s1,single,K,P0231,4,5,4,1,0,37,13,74,12,,12
2006-s1-single-GK,2006-s1,single,K,P0374,5,4,4,0,0,34,6,85,12,,12
2006-s1-single-GK,2006-s1,single,K,P0486,6,5,1,4,0,14,36,28,3,,3
2006-s1-single-GL,2006-s1,single,L,P0341,0,6,4,1,1,38,22,63,14,,14
2006-s1-single-GL,2006-s1,single,L,P0086,1,6,1,5,0,22,38,37,4,,4
2006-s1-single-GL,2006-s1,single,L,P0088,2,5,3,2,0,27,23,54,9,,9
2006-s1-single-GL,2006-s1,single,L,P0398,3,5,4,1,0,34,16,68,12,,12
2006-s1-single-GL,2006-s1,single,L,P0429,4,4,2,1,1,24,16,60,7,,7
2006-s1-single-GL,2006-s1,single,L,P0287,5,5,2,2,1,23,27,46,7,,7
2006-s1-single-GL,2006-s1,single,L,P0564,6,5,0,4,1,12,38,24,1,,1
2006-s1-single-GM,2006-s1,single,M,P0649,0,6,0,4,2,23,37,42,3,,3
2006-s1-single-GM,2006-s1,single,M,P0387,1,6,3,3,0,29,31,48,10,,10
2006-s1-single-GM,2006-s1,single,M,P0443,2,6,2,2,2,33,27,55,9,,9
2006-s1-single-GM,2006-s1,single,M,P0308,3,6,1,4,1,13,47,22,5,,5
2006-s1-single-GM,2006-s1,single,M,P0425,4,6,5,1,0,41,19,68,16,,16
2006-s1-single-GM,2006-s1,single,M,P0514,5,6,3,2,1,35,25,58,11,,11
2006-s1-single-GM,2006-s1,single,M,P0160,6,6,4,2,0,36,24,60,13,,13
2006-s2-single-GA,2006-s2,single,A,P0158,0,6,3,1,2,28,32,47,12,,12
2006-s2-single-GA,2006-s2,single,A,P0570,1,6,2,2,2,33,27,55,9,,9
2006-s2-single-GA,2006-s2,single,A,P0488,2,6,3,1,2,28,32,47,12,,12
2006-s2-single-GA,2006-s2,single,A,P0091,3,6,1,4,1,27,33,45,5,,5
