playoff_id,season_id,division,seed,player_id,handle
2006-s1-A,2006-s1,A,26,P0196,pool_warrior2002
2006-s1-A,2006-s1,A,27,P0033,Mr_Big_C
2006-s1-A,2006-s1,A,28,P0381,jam.jams
2006-s1-A,2006-s1,A,29,P0017,rvdblade
2006-s1-A,2006-s1,A,30,P0386,l_snookerd_l
2006-s1-A,2006-s1,A,31,P0619,ToddEms
2006-s1-A,2006-s1,A,32,P0073,xlx_britishpoolking_xlx
2006-s1-B,2006-s1,B,1,P0425,shark_0wnz
2006-s1-B,2006-s1,B,2,P0259,cubs_fan_21_07_04
2006-s1-B,2006-s1,B,3,P0502,My_Key
2006-s1-B,2006-s1,B,4,P0057,el_awesomo
2006-s1-B,2006-s1,B,5,P0160,_Korn_69
2006-s1-B,2006-s1,B,6,P0088,x_ketan_x
2006-s1-B,2006-s1,B,7,P0185,aka_pwnage
2006-s1-B,2006-s1,B,8,P0372,hazardhous_hustla
2006-s1-B,2006-s1,B,9,P0443,Killkings
2006-s1-B,2006-s1,B,10,P0398,jerfighter
2006-s1-B,2006-s1,B,11,P0450,king_vaughan
2006-s1-B,2006-s1,B,12,P0231,sassy_girl_40
2006-s1-B,2006-s1,B,13,P0387,youngen_kikinazz
2006-s1-B,2006-s1,B,14,P0546,perfect.skillz
2006-s1-B,2006-s1,B,15,P0341,electrical_anarchy
2006-s2-A,2006-s2,A,1,P0033,Mr_Big_C
2006-s2-A,2006-s2,A,2,P0165,aaron.from_hell
2006-s2-A,2006-s2,A,3,P0349,fire_wolf87
2006-s2-A,2006-s2,A,4,P0029,jabronni16
2006-s2-A,2006-s2,A,5,P0076,jmunoz3rd
2006-s2-A,2006-s2,A,6,P0024,british_pool_wizard
2006-s2-A,2006-s2,A,7,P0226,flipskatedc
2006-s2-A,2006-s2,A,8,P0158,1_exterminate_1
2006-s2-A,2006-s2,A,9,P0297,cue.ball
2006-s2-A,2006-s2,A,10,P0077,unclejimjim69
2006-s2-A,2006-s2,A,11,P0261,new.zealand
2006-s2-A,2006-s2,A,12,P0331,poker_hustler21
2006-s2-A,2006-s2,A,13,P0488,the_deathbat
2006-s2-A,2006-s2,A,14,P0274,Still_Trying
2006-s2-A,2006-s2,A,15,P0271,St_Jammy
2006-s2-A,2006-s2,A,16,P0478,real_creampuff
2006-s2-A,2006-s2,A,17,P0335,georgiapoolking
2006-s2-A,2006-s2,A,18,P0334,dr.skillz
2006-s2-A,2006-s2,A,19,P0053,DJTipper
2006-s2-A,2006-s2,A,20,P0224,MOLSON__CANADIAN
2006-s2-A,2006-s2,A,21,P0500,xlx_initiative_xlx
2006-s2-A,2006-s2,A,22,P0243,carlos_19_
2006-s2-A,2006-s2,A,23,P0487,MiZ
2006-s2-A,2006-s2,A,24,P0255,Chokshi.Krunal
2006-s2-A,2006-s2,A,25,P0140,zl_stu_lz
2006-s2-A,2006-s2,A,26,P0258,chris.dogg
2006-s2-A,2006-s2,A,27,P0062,NoLimitGary
2006-s2-A,2006-s2,A,28,P0197,king.striker
2006-s2-A,2006-s2,A,29,P0535,new.bies
2006-s2-A,2006-s2,A,30,P0388,on3g0d
2006-s2-A,2006-s2,A,31,P0411,MeetingJoe
2006-s2-B,2006-s2,B,1,P0429,k.evin
2006-s2-B,2006-s2,B,2,P0617,tubaccy_spittin_rebel
2006-s2-B,2006-s2,B,3,P0058,elite_stealth_trooper
2006-s2-B,2006-s2,B,4,P0502,My_Key
2006-s2-B,2006-s2,B,5,P0483,lvlr.nate
2006-s2-B,2006-s2,B,6,P0357,perfected.bangage
2006-s2-B,2006-s2,B,7,P0206,dp_simba_arjun
2006-s2-B,2006-s2,B,8,P0514,ownified
2006-s2-B,2006-s2,B,9,P0288,craig.2006
2006-s2-B,2006-s2,B,10,P0457,kula.
2006-s2-B,2006-s2,B,11,P0531,sonof.agun
2006-s2-B,2006-s2,B,12,P0614,xlx_shotz_xlx
2006-s2-B,2006-s2,B,13,P0289,sicc.hustler
2006-s2-B,2006-s2,B,14,P0272,clever_calm_craig
2006-s3-A,2006-s3,A,1,P0170,Ace7887
2006-s3-A,2006-s3,A,2,P0378,its.jason
2006-s3-A,2006-s3,A,3,P0617,tubaccy_spittin_rebel
2006-s3-A,2006-s3,A,4,P0289,sicc.hustler
2006-s3-A,2006-s3,A,5,P0161,_PureChaos_
2006-s3-A,2006-s3,A,6,P0364,goober.returns
2006-s3-A,2006-s3,A,7,P0535,new.bies
2006-s3-A,2006-s3,A,8,P0186,al_d_0
2006-s3-A,2006-s3,A,9,P0029,jabronni16
2006-s3-A,2006-s3,A,10,P0491,ta.lent
2006-s3-A,2006-s3,A,11,P0318,xll_irish_god_llx
2006-s3-A,2006-s3,A,12,P0428,mr.hustla
2006-s3-A,2006-s3,A,13,P0430,the_pool_apprentice
2006-s3-A,2006-s3,A,14,P0297,cue.ball
2006-s3-A,2006-s3,A,15,P0459,vikingsrule1234
2006-s3-A,2006-s3,A,16,P0018,bongman420_
2006-s3-A,2006-s3,A,17,P0252,chinkish
2006-s3-A,2006-s3,A,18,P0427,xlx_siccness_xlx
2006-s3-A,2006-s3,A,19,P0276,sir.nubby
2006-s3-A,2006-s3,A,20,P0331,poker_hustler21
2006-s3-A,2006-s3,A,21,P0478,real_creampuff
2006-s3-A,2006-s3,A,22,P0261,new.zealand
2006-s3-A,2006-s3,A,23,P0651,xlx_latinKiing_xlx
2006-s3-A,2006-s3,A,24,P0517,mopadmot
2006-s3-A,2006-s3,A,25,P0324,def.t0nes
2006-s3-A,2006-s3,A,26,P0333,dr.dreww
2006-s3-A,2006-s3,A,27,P0599,son.ofagun
2006-s3-A,2006-s3,A,28,P0545,skill_1st
2006-s3-A,2006-s3,A,29,P0275,ONEHUNDREDMILESPERHOUR
2006-s3-A,2006-s3,A,30,P0258,chris.dogg
2006-s3-A,2006-s3,A,31,P0393,uk.legend
2006-s3-B,2006-s3,B,1,P0196,Pool_Warrior2002
2006-s3-B,2006-s3,B,2,P0359,ggs.ty4p
2006-s3-B,2006-s3,B,3,P0383,pain_purifies
2006-s3-B,2006-s3,B,4,P0214,babe.racer
2006-s3-B,2006-s3,B,5,P0247,ch1cubs_1908
2006-s3-B,2006-s3,B,6,P0220,z3r0_pr0digy
2006-s3-B,2006-s3,B,7,P0281,cool.combos
2006-s3-B,2006-s3,B,8,P0329,DJBlaster
2006-s3-B,2006-s3,B,9,P0502,My_Key
2006-s3-B,2006-s3,B,10,P0353,im.sicc
2006-s3-B,2006-s3,B,11,P0529,Pimp_Machine
2006-s3-B,2006-s3,B,12,P0607,t_an_may
2006-s3-B,2006-s3,B,13,P0209,astro.wins
2006-s3-B,2006-s3,B,14,P0218,bang.time
2006-s4-A,2006-s4,A,1,P0263,Mr_Clutch
2006-s4-A,2006-s4,A,2,P0209,astro.wins
2006-s4-A,2006-s4,A,3,P0596,Silent_Fox
2006-s4-A,2006-s4,A,4,P0051,diosmaradonaforever
2006-s4-A,2006-s4,A,5,P0247,ch1cubs_1908
2006-s4-A,2006-s4,A,6,P0514,ownified
2006-s4-A,2006-s4,A,7,P0256,chr_lst
2006-s4-A,2006-s4,A,8,P0166,sir.mighty
2006-s4-A,2006-s4,A,9,P0653,Zack_FX
2006-s4-A,2006-s4,A,10,P0018,bongman420_
2006-s4-A,2006-s4,A,11,P0029,jabronni16
2006-s4-A,2006-s4,A,12,P0444,king_hustler2006
2006-s4-A,2006-s4,A,13,P0080,xx_neme_uk_xx
2006-s4-A,2006-s4,A,14,P0319,XxXxX_iRiSh_GoD_XxXxX
2006-s4-A,2006-s4,A,15,P0264,christobaI
2006-s4-A,2006-s4,A,16,P0181,air_cheeser
2006-s4-A,2006-s4,A,17,P0638,XxXxXxX_Tyler_XxXxXxX
2006-s4-A,2006-s4,A,18,P0378,its.jason
2006-s4-A,2006-s4,A,19,P0427,xlx_siccness_xlx
2006-s4-A,2006-s4,A,20,P0030,chokshi_krunal
2006-s4-A,2006-s4,A,21,P0478,real_creampuff
2006-s4-A,2006-s4,A,22,P0035,xchrisxsoccerx
2006-s4-A,2006-s4,A,23,P0179,expired.expert
2006-s4-A,2006-s4,A,24,P0622,tomdapom
2006-s4-A,2006-s4,A,25,P0232,l_cLoGz_l
2006-s4-A,2006-s4,A,26,P0407,oX_Jesse
2006-s4-A,2006-s4,A,27,P0297,cue.ball
2006-s4-A,2006-s4,A,28,P0258,chris.dogg
2006-s4-A,2006-s4,A,29,P0324,def.t0nes
2006-s4-A,2006-s4,A,30,P0198,xxKingof.Kingsxx
2006-s4-A,2006-s4,A,31,P0607,t_an_may
2006-s4-A,2006-s4,A,32,P0161,_purechaos_
2006-s4-B,2006-s4,B,1,P0601,ste.1981
2006-s4-B,2006-s4,B,2,P0616,tino_nica
2006-s4-B,2006-s4,B,3,P0009,copenhagen8us
2006-s4-B,2006-s4,B,4,P0285,retired.player
2006-s4-B,2006-s4,B,5,P0634,tubbacy_spittin_rebel
2006-s4-B,2006-s4,B,6,P0359,ggs.ty4p
2006-s4-B,2006-s4,B,7,P0543,p1mp_j0ker
2006-s4-B,2006-s4,B,8,P0466,l_dope_boi_magic_l
2006-s4-B,2006-s4,B,9,P0524,nakash_qamar
2006-s4-B,2006-s4,B,10,P0201,xXxXx_RuDeBoY_xXxXx
2006-s4-B,2006-s4,B,11,P0250,ll_chex_ll
2006-s4-B,2006-s4,B,12,P0556,r0ckst4r
2006-s4-B,2006-s4,B,13,P0157,0.z@sbcglobal.net
2006-s4-B,2006-s4,B,14,P0513,mon_e_hoopz
2006-s4-B,2006-s4,B,15,P0221,xVx_Zero_Prodigy_xVx
2006-s4-B,2006-s4,B,16,P0376,Iceflamesunstar
2006-s4-B,2006-s4,B,17,P0542,Outlaw_Joker
2006-s4-B,2006-s4,B,18,P0527,NiGGa_Nav_Is_Here
2006-s4-B,2006-s4,B,19,P0645,uslander@sbcglobal.net.
2006-s4-B,2006-s4,B,20,P0183,aka_l3ells
2006-s4-B,2006-s4,B,21,P0401,x_j_e_r_e_m_y
2006-s4-B,2006-s4,B,22,P0281,cool.combos
2006-s5-A,2006-s5,A,1,P0478,real_creampuff
2006-s5-A,2006-s5,A,2,P0237,busted_balls_of_cheese
2006-s5-A,2006-s5,A,3,P0440,kidfromperu
2006-s5-A,2006-s5,A,4,P0179,expired.expert
2006-s5-A,2006-s5,A,5,P0227,FLIPMODE_M
2006-s5-A,2006-s5,A,6,P0542,Outlaw_Joker
2006-s5-A,2006-s5,A,7,P0073,xlx_britishpoolking_xlx
2006-s5-A,2006-s5,A,8,P0653,Zack_Fx
2006-s5-A,2006-s5,A,9,P0609,zero.sugar
2006-s5-A,2006-s5,A,10,P0297,cue.ball
2006-s5-A,2006-s5,A,11,P0553,pool_king_neo
2006-s5-A,2006-s5,A,12,P0333,dr.dreww
2006-s5-A,2006-s5,A,13,P0375,rk0ed
2006-s5-A,2006-s5,A,14,P0257,chris.karen
2006-s5-A,2006-s5,A,15,P0233,cubskilla87
2006-s5-A,2006-s5,A,16,P0172,owned_ggs
2006-s5-A,2006-s5,A,17,P0242,pool.beauty
2006-s5-A,2006-s5,A,18,P0196,pool_warrior2002
2006-s5-A,2006-s5,A,19,P0585,xlx_southside_pool_genius_xlx
2006-s5-A,2006-s5,A,20,P0622,tomdapom
2006-s5-A,2006-s5,A,21,P0206,dp_simba_arjun
2006-s5-A,2006-s5,A,22,P0076,jmunoz3rd
2006-s5-A,2006-s5,A,23,P0060,fuzion_hero
2006-s5-A,2006-s5,A,24,P0029,jabronni16
2006-s5-A,2006-s5,A,25,P0018,bongman420_
2006-s5-A,2006-s5,A,26,P0250,ll_chex_ll
2006-s5-A,2006-s5,A,27,P0378,its.jason
2006-s5-A,2006-s5,A,28,P0366,XX_APOCALYPSYS_XX
2006-s5-A,2006-s5,A,29,P0030,chokshi_krunal
2006-s5-A,2006-s5,A,30,P0324,def.t0nes
2006-s5-A,2006-s5,A,31,P0377,inviz1ble
2006-s5-A,2006-s5,A,32,P0295,crixal
2006-s5-A,2006-s5,A,33,P0186,al_D_0
2006-s5-A,2006-s5,A,34,P0495,o.wn4age
2006-s5-A,2006-s5,A,35,P0430,the_pool_apprentice
2006-s5-A,2006-s5,A,36,P0642,xl_lrielx
2006-s5-A,2006-s5,A,37,P0245,Latinkiing
2006-s5-A,2006-s5,A,38,P0140,zl_stu_lz
2006-s5-A,2006-s5,A,39,P0461,upm_kyle
2006-s5-B,2006-s5,B,1,P0248,cha0tic_01
2006-s5-B,2006-s5,B,2,P0223,motown.champion
2006-s5-B,2006-s5,B,3,P0350,flash_the_legend
2006-s5-B,2006-s5,B,4,P0437,krazy_kevy
2006-s5-B,2006-s5,B,5,P0524,nakash_qamar
2006-s5-B,2006-s5,B,6,P0470,petez_chic
2006-s5-B,2006-s5,B,7,P0519,mr.8pac
2006-s5-B,2006-s5,B,8,P0009,copenhagen8us
2006-s5-B,2006-s5,B,9,P0217,bang.king
2006-s5-B,2006-s5,B,10,P0163,AAmazingPlAAyer
2006-s5-B,2006-s5,B,11,P0266,t0_ez
2006-s5-B,2006-s5,B,12,P0475,Lm_chuck_norris
2006-s5-B,2006-s5,B,13,P0327,Devilstature
2006-s5-B,2006-s5,B,14,P0183,aka_l3ells
2006-s5-B,2006-s5,B,15,P0361,godly_keithtottingham
2006-s5-B,2006-s5,B,16,P0131,scott22883
2006-s5-B,2006-s5,B,17,P0205,arctic_cat_limited
2006-s5-B,2006-s5,B,18,P0580,S0NIC_S0UL
2006-s5-B,2006-s5,B,19,P0249,l2avenclaw
2006-s5-B,2006-s5,B,20,,bye
2006-s5-B,2006-s5,B,21,P0291,xlx_ukpoolgod_xlx
2006-s6-A,2006-s6,A,1,P0478,real_creampuff
2006-s6-A,2006-s6,A,2,P0473,ll_xlnc_ll
2006-s6-A,2006-s6,A,3,P0172,owned_ggs
2006-s6-A,2006-s6,A,4,P0600,southside_pool_genius
2006-s6-A,2006-s6,A,5,P0073,xlx_britishpoolking_xlx
2006-s6-A,2006-s6,A,6,P0410,oxxjoexxo
2006-s6-A,2006-s6,A,7,P0422,x_psychopath_unleashed_x
2006-s6-A,2006-s6,A,8,P0519,mr.8pac
2006-s6-A,2006-s6,A,9,P0270,chrisxkaren
2006-s6-A,2006-s6,A,10,P0485,maldito_0z
2006-s6-A,2006-s6,A,11,P0368,XX_APOCALIPSYS_XX
2006-s6-A,2006-s6,A,12,P0162,a_l_d0
2006-s6-A,2006-s6,A,13,P0029,jabronni16
2006-s6-A,2006-s6,A,14,P0523,n3wfie
2006-s6-A,2006-s6,A,15,P0247,ch1cubs_1908
2006-s6-A,2006-s6,A,16,P0224,MOLSON__CANADIAN
2006-s6-A,2006-s6,A,17,P0653,Zack_Fx
2006-s6-A,2006-s6,A,18,P0215,badass_drummer
2006-s6-A,2006-s6,A,19,P0196,pool_warrior2002
2006-s6-A,2006-s6,A,20,P0205,arctic_cat_limited
2006-s6-A,2006-s6,A,21,P0297,cue.ball
2006-s6-A,2006-s6,A,22,P0642,xl_lrielx
2006-s6-A,2006-s6,A,23,P0365,Guitar_and_Pen
2006-s6-A,2006-s6,A,24,P0552,pool.perfected
2006-s6-A,2006-s6,A,25,P0477,Lord_Simpson
2006-s6-A,2006-s6,A,26,P0622,tomdapom
2006-s6-A,2006-s6,A,27,P0378,its.jason
2006-s6-A,2006-s6,A,28,P0206,dp_simba_arjun
2006-s6-A,2006-s6,A,29,P0030,chokshi_krunal
2006-s6-A,2006-s6,A,30,P0612,the.complexity
2006-s6-A,2006-s6,A,31,P0474,lll_mongoose_lll
2006-s6-A,2006-s6,A,32,P0306,dan.79
2006-s6-B,2006-s6,B,1,P0448,king.nathan
2006-s6-B,2006-s6,B,2,P0574,rps.pimp
2006-s6-B,2006-s6,B,3,P0371,wizard22_
2006-s6-B,2006-s6,B,4,P0576,rum.punch
2006-s6-B,2006-s6,B,5,P0437,krazy_kevy
2006-s6-B,2006-s6,B,6,P0009,copenhagen8us
2006-s6-B,2006-s6,B,7,P0597,silly_billy_gumdrops
2006-s6-B,2006-s6,B,8,P0464,l3igg.daddy69
2006-s6-B,2006-s6,B,9,P0239,c_l2_a_l_g
2006-s6-B,2006-s6,B,10,P0520,mrs_camtasia
2006-s6-B,2006-s6,B,11,P0126,xlx_rivaldo_xlx
2006-s6-B,2006-s6,B,12,P0434,ket.an
2006-s6-B,2006-s6,B,13,P0652,xsmoke.dogx
2006-s6-B,2006-s6,B,14,P0299,curtis.brannan
2006-s6-B,2006-s6,B,15,P0648,x_sicc_x
2006-s6-B,2006-s6,B,16,P0449,king_lvlatt
2006-s7-A,2006-s7,A,1,P0653,Zack_Fx
2006-s7-A,2006-s7,A,2,P0653,Zack_Fx
2006-s7-A,2006-s7,A,3,P0377,inviz1ble
2006-s7-A,2006-s7,A,4,P0380,ps.i_missyou
2006-s7-A,2006-s7,A,5,P0172,owned_ggs
2006-s7-A,2006-s7,A,6,P0172,owned_ggs
2006-s7-A,2006-s7,A,7,P0204,kurvva_mac_ggs_blnt_tyfp
2006-s7-A,2006-s7,A,8,P0653,Zack_Fx
2006-s7-A,2006-s7,A,9,P0422,x_psychopath_unleashed_x
2006-s7-A,2006-s7,A,10,P0422,x_psychopath_unleashed_x
2006-s7-A,2006-s7,A,11,P0378,its.jason
2006-s7-A,2006-s7,A,12,P0216,l3am_i_s_a_legend
2006-s7-A,2006-s7,A,13,P0297,cue.ball
2006-s7-A,2006-s7,A,14,P0297,cue.ball
2006-s7-A,2006-s7,A,15,P0060,fuzion_hero
2006-s7-A,2006-s7,A,16,P0609,zero.sugar
2006-s7-A,2006-s7,A,17,P0205,arctic_cat_limited
2006-s7-A,2006-s7,A,18,P0205,arctic_cat_limited
2006-s7-A,2006-s7,A,19,P0622,TomDaPom
2006-s7-A,2006-s7,A,20,P0561,redneck_fromhell
2006-s7-A,2006-s7,A,21,P0409,jj2011jj
2006-s7-A,2006-s7,A,22,P0213,aztec.soul
2006-s7-A,2006-s7,A,23,P0213,aztec.soul
2006-s7-A,2006-s7,A,24,P0073,xlx_britishpoolking_xlx
2006-s7-A,2006-s7,A,25,P0440,kidfromperu
2006-s7-A,2006-s7,A,26,P0073,xlx_britishpoolking_xlx
2006-s7-A,2006-s7,A,27,P0073,xlx_britishpoolking_xlx
2006-s7-A,2006-s7,A,28,P0210,Aussie_Spy
2006-s7-A,2006-s7,A,29,P0363,goober_tyler
2006-s7-A,2006-s7,A,30,P0363,goober_tyler
2006-s7-A,2006-s7,A,31,P0427,xlx_siccness_xlx
2006-s7-A,2006-s7,A,32,P0653,Zack_Fx
2006-s7-A,2006-s7,A,33,P0235,mix.masta
2006-s7-A,2006-s7,A,34,P0235,mix.masta
2006-s7-A,2006-s7,A,35,P0581,safetydawgg
2006-s7-A,2006-s7,A,36,P0541,outlaw.joker
2006-s7-A,2006-s7,A,37,P0278,ranbroke
2006-s7-A,2006-s7,A,38,P0278,ranbroke
2006-s7-A,2006-s7,A,39,P0239,c_l2_a_l_g
2006-s7-A,2006-s7,A,40,P0235,mix.masta
2006-s7-A,2006-s7,A,41,P0385,King_James_
2006-s7-A,2006-s7,A,42,P0258,chris.dogg
2006-s7-A,2006-s7,A,43,P0140,zl_stu_lz
2006-s7-A,2006-s7,A,44,P0258,chris.dogg
2006-s7-A,2006-s7,A,45,P0270,chrisxkaren
2006-s7-A,2006-s7,A,46,P0270,chrisxkaren
2006-s7-A,2006-s7,A,47,P0333,dr.dreww
2006-s7-A,2006-s7,A,48,P0616,tino_nica
2006-s7-A,2006-s7,A,49,P0493,o.wn4ge
2006-s7-A,2006-s7,A,50,P0493,o.wn4ge
2006-s7-A,2006-s7,A,51,P0076,jmunoz3rd
2006-s7-A,2006-s7,A,52,P0186,al_d_0
2006-s7-A,2006-s7,A,53,P0321,xlx_under_dog_xlx
2006-s7-A,2006-s7,A,54,P0300,d.an79
2006-s7-A,2006-s7,A,55,P0300,d.an79
2006-s7-A,2006-s7,A,56,P0512,pool.instinct
2006-s7-A,2006-s7,A,57,P0512,pool.instinct
2006-s7-A,2006-s7,A,58,P0512,pool.instinct
2006-s7-A,2006-s7,A,59,P0184,aka_pomking
2006-s7-A,2006-s7,A,60,P0383,pain_purifies
