player_id,season_id,division,group_id,group_letter,group_played,group_wins,group_losses,group_points,group_win_pct,made_playoffs,playoff_seed,result
P0092,2005-s2,single,2005-s2-single-GA,A,3,1,2,3,50,False,,Group stage
P0150,2005-s2,single,2005-s2-single-GA,A,6,0,6,0,0,False,,Group stage
P0043,2005-s2,single,2005-s2-single-GA,A,4,1,3,3,50,False,,Group stage
P0058,2005-s2,single,2005-s2-single-GA,A,6,4,2,12,56,True,20,Made playoffs
P0027,2005-s2,single,2005-s2-single-GB,B,6,5,0,17,73,True,6,Made playoffs
P0003,2005-s2,single,2005-s2-single-GB,B,3,1,2,3,56,False,,Group stage
P0145,2005-s2,single,2005-s2-single-GB,B,6,5,1,16,68,True,13,Made playoffs
P0144,2005-s2,single,2005-s2-single-GB,B,4,2,2,6,50,False,,Group stage
P0148,2005-s2,single,2005-s2-single-GB,B,3,1,2,3,50,False,,Group stage
P0012,2005-s2,single,2005-s2-single-GB,B,3,1,1,4,63,False,,Group stage
P0100,2005-s2,single,2005-s2-single-GB,B,0,,,,,False,,Group stage
P0038,2005-s2,single,2005-s2-single-GC,C,3,2,1,6,70,False,,Group stage
P0046,2005-s2,single,2005-s2-single-GC,C,5,4,0,13,70,True,16,Made playoffs
P0019,2005-s2,single,2005-s2-single-GC,C,4,1,2,4,44,False,,Group stage
P0125,2005-s2,single,2005-s2-single-GC,C,0,,,,,False,,Group stage
P0007,2005-s2,single,2005-s2-single-GC,C,6,4,2,13,62,True,12,Made playoffs
P0096,2005-s2,single,2005-s2-single-GC,C,5,1,3,5,46,False,,Group stage
P0131,2005-s2,single,2005-s2-single-GC,C,6,4,1,14,70,True,4,Made playoffs
P0128,2005-s2,single,2005-s2-single-GD,D,2,1,1,3,65,False,,Group stage
P0060,2005-s2,single,2005-s2-single-GD,D,6,4,2,13,68,True,9,Made playoffs
P0143,2005-s2,single,2005-s2-single-GD,D,5,3,1,10,62,True,14,Made playoffs
P0041,2005-s2,single,2005-s2-single-GD,D,5,2,3,6,50,False,,Group stage
P0080,2005-s2,single,2005-s2-single-GD,D,6,4,2,13,63,True,18,Made playoffs
P0079,2005-s2,single,2005-s2-single-GD,D,0,,,,,False,,Group stage
P0024,2005-s2,single,2005-s2-single-GD,D,5,3,1,10,60,True,5,Made playoffs
P0057,2005-s2,single,2005-s2-single-GE,E,6,4,2,13,53,True,19,Made playoffs
P0103,2005-s2,single,2005-s2-single-GE,E,6,6,0,19,85,True,11,Made playoffs
P0095,2005-s2,single,2005-s2-single-GE,E,6,2,3,8,55,False,,Group stage
P0127,2005-s2,single,2005-s2-single-GE,E,6,2,4,5,38,False,,Group stage
P0101,2005-s2,single,2005-s2-single-GE,E,0,,,,,False,,Group stage
P0040,2005-s2,single,2005-s2-single-GE,E,6,1,4,5,43,False,,Group stage
P0037,2005-s2,single,2005-s2-single-GE,E,6,5,1,16,75,True,8,Made playoffs
P0063,2005-s2,single,2005-s2-single-GF,F,4,0,3,1,23,False,,Group stage
P0087,2005-s2,single,2005-s2-single-GF,F,5,3,1,11,64,True,17,Made playoffs
P0004,2005-s2,single,2005-s2-single-GF,F,6,3,2,11,58,True,7,Made playoffs
P0089,2005-s2,single,2005-s2-single-GF,F,6,1,2,7,43,False,,Group stage
P0108,2005-s2,single,2005-s2-single-GF,F,5,0,4,1,30,False,,Group stage
P0070,2005-s2,single,2005-s2-single-GF,F,6,3,2,,50,False,,Group stage
P0081,2005-s2,single,2005-s2-single-GF,F,5,5,0,19,82,True,1,Champion
P0005,2005-s3,single,2005-s3-single-GA,A,5,5,0,15,70,True,12,Runner-up
P0007,2005-s3,single,2005-s3-single-GA,A,5,4,1,12,68,True,11,Made playoffs
P0069,2005-s3,single,2005-s3-single-GA,A,5,2,3,6,44,False,,Group stage
P0139,2005-s3,single,2005-s3-single-GA,A,5,0,3,2,42,False,,Group stage
P0118,2005-s3,single,2005-s3-single-GA,A,5,3,2,10,45,True,3,Made playoffs
P0109,2005-s3,single,2005-s3-single-GA,A,5,0,4,1,28,False,,Group stage
P0082,2005-s3,single,2005-s3-single-GA,A,3,1,1,4,57,False,,Group stage
P0027,2005-s3,single,2005-s3-single-GB,B,5,4,0,13,78,True,6,Made playoffs
P0042,2005-s3,single,2005-s3-single-GB,B,6,4,2,13,63,True,5,Made playoffs
P0072,2005-s3,single,2005-s3-single-GB,B,6,2,3,8,57,False,,Group stage
P0022,2005-s3,single,2005-s3-single-GB,B,0,,,,,False,,Group stage
P0143,2005-s3,single,2005-s3-single-GB,B,6,4,2,13,58,True,4,Made playoffs
P0099,2005-s3,single,2005-s3-single-GB,B,5,1,4,3,40,False,,Group stage
P0041,2005-s3,single,2005-s3-single-GB,B,4,3,1,9,47,False,,Group stage
P0130,2005-s3,single,2005-s3-single-GC,C,6,5,1,16,65,True,16,Made playoffs
P0053,2005-s3,single,2005-s3-single-GC,C,6,1,5,4,32,False,,Group stage
P0045,2005-s3,single,2005-s3-single-GC,C,5,3,1,12,55,True,17,Made playoffs
P0105,2005-s3,single,2005-s3-single-GC,C,6,2,2,9,56,False,,Group stage
P0097,2005-s3,single,2005-s3-single-GC,C,6,1,4,5,38,False,,Group stage
P0123,2005-s3,single,2005-s3-single-GC,C,5,3,1,10,58,True,2,Made playoffs
P0124,2005-s3,single,2005-s3-single-GC,C,5,2,3,6,46,False,,Group stage
P0073,2005-s3,single,2005-s3-single-GD,D,6,5,0,17,67,True,18,Made playoffs
P0080,2005-s3,single,2005-s3-single-GD,D,5,3,0,11,66,True,21,Made playoffs
P0061,2005-s3,single,2005-s3-single-GD,D,5,2,2,7,54,True,8,Made playoffs
P0016,2005-s3,single,2005-s3-single-GD,D,2,0,0,1,45,False,,Group stage
P0047,2005-s3,single,2005-s3-single-GD,D,4,1,1,5,45,False,,Group stage
P0011,2005-s3,single,2005-s3-single-GD,D,4,0,4,0,25,False,,Group stage
P0096,2005-s3,single,2005-s3-single-GD,D,6,1,4,5,38,False,,Group stage
P0113,2005-s3,single,2005-s3-single-GE,E,5,4,0,13,70,True,19,Made playoffs
P0031,2005-s3,single,2005-s3-single-GE,E,0,,,,,False,,Group stage
P0002,2005-s3,single,2005-s3-single-GE,E,5,3,2,9,64,True,15,Made playoffs
P0132,2005-s3,single,2005-s3-single-GE,E,6,5,0,17,77,True,7,Made playoffs
P0089,2005-s3,single,2005-s3-single-GE,E,5,1,4,3,48,False,,Group stage
P0064,2005-s3,single,2005-s3-single-GE,E,2,1,1,3,60,False,,Group stage
P0039,2005-s3,single,2005-s3-single-GE,E,5,2,3,6,42,False,,Group stage
P0028,2005-s3,single,2005-s3-single-GF,F,0,,,,,False,,Group stage
P0076,2005-s3,single,2005-s3-single-GF,F,5,1,4,3,50,False,,Group stage
P0004,2005-s3,single,2005-s3-single-GF,F,6,6,0,19,73,True,1,Champion
P0024,2005-s3,single,2005-s3-single-GF,F,6,3,2,11,56,True,10,Made playoffs
P0068,2005-s3,single,2005-s3-single-GF,F,6,2,3,8,55,False,,Group stage
P0142,2005-s3,single,2005-s3-single-GF,F,4,3,1,9,60,False,,Group stage
P0063,2005-s3,single,2005-s3-single-GF,F,5,3,2,9,60,True,22,Made playoffs
P0084,2005-s3,single,2005-s3-single-GG,G,2,0,0,1,25,False,,Group stage
P0009,2005-s3,single,2005-s3-single-GG,G,3,0,3,0,27,False,,Group stage
P0062,2005-s3,single,2005-s3-single-GG,G,5,3,2,9,54,True,13,Made playoffs
P0017,2005-s3,single,2005-s3-single-GG,G,5,4,1,12,54,True,14,Made playoffs
P0025,2005-s3,single,2005-s3-single-GG,G,4,0,3,1,30,False,,Group stage
P0030,2005-s3,single,2005-s3-single-GG,G,2,0,2,0,40,False,,Group stage
P0001,2005-s3,single,2005-s3-single-GG,G,5,5,0,15,86,True,20,Made playoffs
P0123,2005-s4,single,2005-s4-single-GA,A,6,5,1,16,67,True,20,Made playoffs
P0132,2005-s4,single,2005-s4-single-GA,A,6,5,1,16,67,True,6,Made playoffs
P0051,2005-s4,single,2005-s4-single-GA,A,6,2,3,8,45,True,40,Made playoffs
P0153,2005-s4,single,2005-s4-single-GA,A,6,0,6,1,27,False,,Group stage
P0143,2005-s4,single,2005-s4-single-GA,A,6,3,2,11,50,True,36,Made playoffs
P0009,2005-s4,single,2005-s4-single-GA,A,6,3,2,11,52,True,28,Made playoffs
P0086,2005-s4,single,2005-s4-single-GA,A,6,1,4,5,47,False,,Group stage
P0073,2005-s4,single,2005-s4-single-GB,B,6,4,2,13,60,True,25,Made playoffs
P0032,2005-s4,single,2005-s4-single-GB,B,6,6,0,19,82,True,1,Made playoffs
P0151,2005-s4,single,2005-s4-single-GB,B,4,1,3,3,28,False,,Group stage
P0091,2005-s4,single,2005-s4-single-GB,B,6,3,3,10,55,True,13,Made playoffs
P0072,2005-s4,single,2005-s4-single-GB,B,6,2,4,7,45,False,,Group stage
P0124,2005-s4,single,2005-s4-single-GB,B,6,3,3,10,47,True,23,Made playoffs
P0120,2005-s4,single,2005-s4-single-GB,B,5,1,4,3,34,False,,Group stage
P0027,2005-s4,single,2005-s4-single-GC,C,6,6,0,19,78,True,22,Made playoffs
P0135,2005-s4,single,2005-s4-single-GC,C,6,5,1,15,77,False,,Group stage
P0116,2005-s4,single,2005-s4-single-GC,C,5,1,4,3,28,False,,Group stage
P0102,2005-s4,single,2005-s4-single-GC,C,5,0,5,0,0,False,,Group stage
P0063,2005-s4,single,2005-s4-single-GC,C,6,4,2,13,60,True,10,Made playoffs
P0147,2005-s4,single,2005-s4-single-GC,C,4,1,3,3,35,False,,Group stage
P0099,2005-s4,single,2005-s4-single-GC,C,6,2,4,7,55,False,,Group stage
P0062,2005-s4,single,2005-s4-single-GD,D,4,2,1,7,63,False,,Group stage
P0054,2005-s4,single,2005-s4-single-GD,D,4,3,0,10,60,True,39,Made playoffs
P0126,2005-s4,single,2005-s4-single-GD,D,6,1,3,6,35,False,,Group stage
P0077,2005-s4,single,2005-s4-single-GD,D,5,4,1,12,66,True,16,Made playoffs
P0089,2005-s4,single,2005-s4-single-GD,D,6,2,4,7,50,True,11,Made playoffs
P0033,2005-s4,single,2005-s4-single-GD,D,6,4,2,13,58,True,31,Made playoffs
P0106,2005-s4,single,2005-s4-single-GD,D,6,1,5,4,30,False,,Group stage
P0133,2005-s4,single,2005-s4-single-GE,E,6,3,2,11,47,True,35,Made playoffs
P0114,2005-s4,single,2005-s4-single-GE,E,6,2,3,8,58,False,,Group stage
P0140,2005-s4,single,2005-s4-single-GE,E,6,5,0,17,62,True,38,Made playoffs
P0138,2005-s4,single,2005-s4-single-GE,E,6,4,2,13,63,True,5,Made playoffs
P0088,2005-s4,single,2005-s4-single-GE,E,6,1,5,4,32,False,,Group stage
P0119,2005-s4,single,2005-s4-single-GE,E,6,1,3,6,45,False,,Group stage
P0075,2005-s4,single,2005-s4-single-GE,E,6,2,3,8,43,True,8,Made playoffs
P0005,2005-s4,single,2005-s4-single-GF,F,6,5,0,17,72,True,12,Made playoffs
P0042,2005-s4,single,2005-s4-single-GF,F,6,4,2,13,63,True,26,Made playoffs
P0045,2005-s4,single,2005-s4-single-GF,F,5,2,3,6,32,False,,Group stage
P0074,2005-s4,single,2005-s4-single-GF,F,6,3,2,11,45,True,18,Made playoffs
P0002,2005-s4,single,2005-s4-single-GF,F,6,2,4,7,47,True,32,Made playoffs
P0098,2005-s4,single,2005-s4-single-GF,F,6,0,6,1,28,False,,Group stage
P0020,2005-s4,single,2005-s4-single-GF,F,5,3,2,9,62,False,,Group stage
P0105,2005-s4,single,2005-s4-single-GG,G,6,3,3,10,48,True,19,Made playoffs
P0094,2005-s4,single,2005-s4-single-GG,G,5,3,1,10,70,True,14,Made playoffs
P0104,2005-s4,single,2005-s4-single-GG,G,5,4,0,13,74,True,4,Champion
P0076,2005-s4,single,2005-s4-single-GG,G,6,5,0,17,65,True,17,Made playoffs
P0064,2005-s4,single,2005-s4-single-GG,G,6,1,4,5,42,False,,Group stage
P0146,2005-s4,single,2005-s4-single-GG,G,6,1,5,4,30,False,,Group stage
P0110,2005-s4,single,2005-s4-single-GG,G,6,1,5,4,28,False,,Group stage
P0050,2005-s4,single,2005-s4-single-GH,H,3,2,0,7,67,False,,Group stage
P0080,2005-s4,single,2005-s4-single-GH,H,3,3,0,9,76,False,,Group stage
P0021,2005-s4,single,2005-s4-single-GH,H,4,1,2,4,43,False,,Group stage
P0024,2005-s4,single,2005-s4-single-GH,H,6,2,4,7,42,True,3,Made playoffs
P0017,2005-s4,single,2005-s4-single-GH,H,5,4,1,12,60,True,41,Made playoffs
P0111,2005-s4,single,2005-s4-single-GH,H,6,2,2,9,52,True,42,Made playoffs
P0011,2005-s4,single,2005-s4-single-GH,H,5,0,5,0,28,False,,Group stage
P0034,2005-s4,single,2005-s4-single-GI,I,6,4,1,14,67,True,33,Runner-up
P0035,2005-s4,single,2005-s4-single-GI,I,6,3,2,11,52,True,24,Made playoffs
P0026,2005-s4,single,2005-s4-single-GI,I,6,4,1,14,72,True,9,Made playoffs
P0093,2005-s4,single,2005-s4-single-GI,I,6,0,5,2,27,False,,Group stage
P0129,2005-s4,single,2005-s4-single-GI,I,5,1,3,4,26,False,,Group stage
P0071,2005-s4,single,2005-s4-single-GI,I,6,4,2,13,63,True,30,Made playoffs
P0152,2005-s4,single,2005-s4-single-GI,I,5,1,3,4,36,False,,Group stage
P0048,2005-s4,single,2005-s4-single-GJ,J,5,4,1,12,66,True,21,Made playoffs
P0013,2005-s4,single,2005-s4-single-GJ,J,4,2,1,7,63,False,,Group stage
P0066,2005-s4,single,2005-s4-single-GJ,J,6,0,6,1,20,False,,Group stage
P0149,2005-s4,single,2005-s4-single-GJ,J,6,1,4,5,43,False,,Group stage
P0010,2005-s4,single,2005-s4-single-GJ,J,6,6,0,19,73,True,34,Made playoffs
P0117,2005-s4,single,2005-s4-single-GJ,J,6,2,4,7,32,False,,Group stage
P0090,2005-s4,single,2005-s4-single-GJ,J,5,3,2,9,62,True,2,Made playoffs
P0065,2005-s4,single,2005-s4-single-GK,K,6,3,2,11,55,True,7,Made playoffs
P0029,2005-s4,single,2005-s4-single-GK,K,6,5,1,16,73,True,27,Made playoffs
P0085,2005-s4,single,2005-s4-single-GK,K,6,1,4,5,43,False,,Group stage
P0060,2005-s4,single,2005-s4-single-GK,K,5,5,0,12,70,True,37,Made playoffs
P0043,2005-s4,single,2005-s4-single-GK,K,6,0,6,1,25,False,,Group stage
P0056,2005-s4,single,2005-s4-single-GK,K,6,2,4,7,28,False,,Group stage
P0112,2005-s4,single,2005-s4-single-GK,K,5,2,1,8,60,False,,Group stage
P0258,2006-s1,single,2006-s1-single-GA,A,6,6,0,19,77,False,,Group stage
P0111,2006-s1,single,2006-s1-single-GA,A,6,2,3,8,38,False,,Group stage
P0332,2006-s1,single,2006-s1-single-GA,A,5,3,1,10,60,False,,Group stage
P0146,2006-s1,single,2006-s1-single-GA,A,5,0,5,0,22,False,,Group stage
P0635,2006-s1,single,2006-s1-single-GA,A,6,2,3,8,38,False,,Group stage
P0007,2006-s1,single,2006-s1-single-GA,A,4,0,3,1,40,False,,Group stage
P0410,2006-s1,single,2006-s1-single-GA,A,6,4,2,13,68,False,,Group stage
P0478,2006-s1,single,2006-s1-single-GB,B,6,5,1,16,81,False,,Group stage
P0503,2006-s1,single,2006-s1-single-GB,B,6,3,2,11,55,False,,Group stage
P0029,2006-s1,single,2006-s1-single-GB,B,6,3,2,11,58,False,,Group stage
P0636,2006-s1,single,2006-s1-single-GB,B,5,0,5,3,0,False,,Group stage
P0089,2006-s1,single,2006-s1-single-GB,B,0,0,0,0,0,False,,Group stage
P0619,2006-s1,single,2006-s1-single-GB,B,6,4,1,14,77,False,,Group stage
P0444,2006-s1,single,2006-s1-single-GB,B,6,3,2,11,62,False,,Group stage
P0490,2006-s1,single,2006-s1-single-GC,C,5,5,0,16,70,False,,Group stage
P0584,2006-s1,single,2006-s1-single-GC,C,6,1,4,5,35,False,,Group stage
P0091,2006-s1,single,2006-s1-single-GC,C,6,1,5,4,33,False,,Group stage
P0045,2006-s1,single,2006-s1-single-GC,C,6,3,2,11,53,False,,Group stage
P0196,2006-s1,single,2006-s1-single-GC,C,6,3,2,11,53,False,,Group stage
P0386,2006-s1,single,2006-s1-single-GC,C,6,3,2,11,60,False,,Group stage
P0164,2006-s1,single,2006-s1-single-GC,C,6,3,3,10,48,False,,Group stage
P0547,2006-s1,single,2006-s1-single-GD,D,6,2,3,8,47,False,,Group stage
P0257,2006-s1,single,2006-s1-single-GD,D,6,6,0,19,85,False,,Group stage
P0024,2006-s1,single,2006-s1-single-GD,D,6,3,3,10,56,False,,Group stage
P0566,2006-s1,single,2006-s1-single-GD,D,6,0,6,0,0,False,,Group stage
P0334,2006-s1,single,2006-s1-single-GD,D,6,4,1,14,65,False,,Group stage
P0051,2006-s1,single,2006-s1-single-GD,D,6,2,2,9,54,False,,Group stage
P0337,2006-s1,single,2006-s1-single-GD,D,6,1,3,6,45,False,,Group stage
P0297,2006-s1,single,2006-s1-single-GE,E,6,5,0,17,70,False,,Group stage
P0033,2006-s1,single,2006-s1-single-GE,E,6,5,1,16,65,False,,Group stage
P0381,2006-s1,single,2006-s1-single-GE,E,6,3,1,12,60,False,,Group stage
P0002,2006-s1,single,2006-s1-single-GE,E,6,1,4,5,42,False,,Group stage
P0426,2006-s1,single,2006-s1-single-GE,E,5,0,5,0,18,False,,Group stage
P0379,2006-s1,single,2006-s1-single-GE,E,6,3,2,11,57,False,,Group stage
P0351,2006-s1,single,2006-s1-single-GE,E,5,0,4,1,30,False,,Group stage
P0077,2006-s1,single,2006-s1-single-GF,F,5,3,1,10,64,False,,Group stage
P0349,2006-s1,single,2006-s1-single-GF,F,6,5,1,16,78,False,,Group stage
P0017,2006-s1,single,2006-s1-single-GF,F,6,4,2,13,63,False,,Group stage
P0238,2006-s1,single,2006-s1-single-GF,F,6,3,2,11,57,False,,Group stage
P0613,2006-s1,single,2006-s1-single-GF,F,5,1,4,3,30,False,,Group stage
P0419,2006-s1,single,2006-s1-single-GF,F,0,0,0,0,0,False,,Group stage
P0440,2006-s1,single,2006-s1-single-GF,F,6,3,3,10,48,False,,Group stage
P0073,2006-s1,single,2006-s1-single-GG,G,6,6,0,19,72,False,,Group stage
P0569,2006-s1,single,2006-s1-single-GG,G,6,3,2,11,58,False,,Group stage
P0360,2006-s1,single,2006-s1-single-GG,G,6,1,5,4,35,False,,Group stage
P0060,2006-s1,single,2006-s1-single-GG,G,6,3,2,11,58,False,,Group stage
P0126,2006-s1,single,2006-s1-single-GG,G,6,2,4,7,37,False,,Group stage
P0243,2006-s1,single,2006-s1-single-GG,G,6,3,1,12,58,False,,Group stage
P0286,2006-s1,single,2006-s1-single-GG,G,6,1,5,4,32,False,,Group stage
P0362,2006-s1,single,2006-s1-single-GH,H,5,4,0,14,76,False,,Group stage
P0168,2006-s1,single,2006-s1-single-GH,H,0,0,0,0,0,False,,Group stage
P0063,2006-s1,single,2006-s1-single-GH,H,6,3,3,10,44,False,,Group stage
P0476,2006-s1,single,2006-s1-single-GH,H,6,3,2,11,67,False,,Group stage
P0053,2006-s1,single,2006-s1-single-GH,H,6,4,1,14,70,False,,Group stage
P0325,2006-s1,single,2006-s1-single-GH,H,6,3,2,11,57,False,,Group stage
P0236,2006-s1,single,2006-s1-single-GH,H,6,1,3,6,44,False,,Group stage
P0140,2006-s1,single,2006-s1-single-GI,I,5,5,0,15,70,False,,Group stage
P0330,2006-s1,single,2006-s1-single-GI,I,6,4,2,13,48,False,,Group stage
P0026,2006-s1,single,2006-s1-single-GI,I,6,2,4,7,53,False,,Group stage
P0562,2006-s1,single,2006-s1-single-GI,I,5,4,1,13,58,False,,Group stage
P0009,2006-s1,single,2006-s1-single-GI,I,4,0,4,0,23,False,,Group stage
P0047,2006-s1,single,2006-s1-single-GI,I,5,0,4,1,30,False,,Group stage
P0316,2006-s1,single,2006-s1-single-GI,I,6,3,2,11,57,False,,Group stage
P0094,2006-s1,single,2006-s1-single-GN,N,5,4,1,12,76,False,,Group stage
P0042,2006-s1,single,2006-s1-single-GN,N,5,4,1,12,74,False,,Group stage
P0062,2006-s1,single,2006-s1-single-GN,N,6,4,2,13,50,False,,Group stage
P0076,2006-s1,single,2006-s1-single-GN,N,2,0,1,1,18,False,,Group stage
P0545,2006-s1,single,2006-s1-single-GN,N,5,3,1,14,68,False,,Group stage
P0598,2006-s1,single,2006-s1-single-GN,N,5,0,5,0,1,False,,Group stage
P0075,2006-s1,single,2006-s1-single-GN,N,6,1,3,6,50,False,,Group stage
P0610,2006-s1,single,2006-s1-single-GJ,J,5,1,3,4,50,False,,Group stage
P0502,2006-s1,single,2006-s1-single-GJ,J,6,3,2,11,55,False,,Group stage
P0057,2006-s1,single,2006-s1-single-GJ,J,6,3,2,11,50,False,,Group stage
P0468,2006-s1,single,2006-s1-single-GJ,J,5,2,2,7,48,False,,Group stage
P0352,2006-s1,single,2006-s1-single-GJ,J,6,3,2,11,48,False,,Group stage
P0185,2006-s1,single,2006-s1-single-GJ,J,6,3,2,11,55,False,,Group stage
P0200,2006-s1,single,2006-s1-single-GJ,J,6,2,4,7,43,False,,Group stage
P0260,2006-s1,single,2006-s1-single-GK,K,4,0,4,0,35,False,,Group stage
P0171,2006-s1,single,2006-s1-single-GK,K,3,3,0,9,573,False,,Group stage
P0450,2006-s1,single,2006-s1-single-GK,K,6,3,3,10,47,False,,Group stage
P0259,2006-s1,single,2006-s1-single-GK,K,5,2,3,6,40,False,,Group stage
P0231,2006-s1,single,2006-s1-single-GK,K,5,4,1,12,74,False,,Group stage
P0374,2006-s1,single,2006-s1-single-GK,K,4,4,0,12,85,False,,Group stage
P0486,2006-s1,single,2006-s1-single-GK,K,5,1,4,3,28,False,,Group stage
P0341,2006-s1,single,2006-s1-single-GL,L,6,4,1,14,63,False,,Group stage
P0086,2006-s1,single,2006-s1-single-GL,L,6,1,5,4,37,False,,Group stage
P0088,2006-s1,single,2006-s1-single-GL,L,5,3,2,9,54,False,,Group stage
P0398,2006-s1,single,2006-s1-single-GL,L,5,4,1,12,68,False,,Group stage
P0429,2006-s1,single,2006-s1-single-GL,L,4,2,1,7,60,False,,Group stage
P0287,2006-s1,single,2006-s1-single-GL,L,5,2,2,7,46,False,,Group stage
P0564,2006-s1,single,2006-s1-single-GL,L,5,0,4,1,24,False,,Group stage
P0649,2006-s1,single,2006-s1-single-GM,M,6,0,4,3,42,False,,Group stage
P0387,2006-s1,single,2006-s1-single-GM,M,6,3,3,10,48,False,,Group stage
P0443,2006-s1,single,2006-s1-single-GM,M,6,2,2,9,55,False,,Group stage
P0308,2006-s1,single,2006-s1-single-GM,M,6,1,4,5,22,False,,Group stage
P0425,2006-s1,single,2006-s1-single-GM,M,6,5,1,16,68,False,,Group stage
P0514,2006-s1,single,2006-s1-single-GM,M,6,3,2,11,58,False,,Group stage
P0160,2006-s1,single,2006-s1-single-GM,M,6,4,2,13,60,False,,Group stage
P0158,2006-s2,single,2006-s2-single-GA,A,6,3,1,12,47,False,,Group stage
P0570,2006-s2,single,2006-s2-single-GA,A,6,2,2,9,55,False,,Group stage
P0488,2006-s2,single,2006-s2-single-GA,A,6,3,1,12,47,False,,Group stage
P0091,2006-s2,single,2006-s2-single-GA,A,6,1,4,5,45,False,,Group stage
P0500,2006-s2,single,2006-s2-single-GA,A,6,3,1,12,58,False,,Group stage
P0300,2006-s2,single,2006-s2-single-GA,A,6,3,3,10,52,False,,Group stage
P0491,2006-s2,single,2006-s2-single-GA,A,6,1,4,5,47,False,,Group stage
P0478,2006-s2,single,2006-s2-single-GB,B,6,5,1,16,62,False,,Group stage
P0274,2006-s2,single,2006-s2-single-GB,B,6,4,1,14,65,False,,Group stage
P0397,2006-s2,single,2006-s2-single-GB,B,5,0,5,0,24,False,,Group stage
P0165,2006-s2,single,2006-s2-single-GB,B,6,3,2,11,57,False,,Group stage
P0024,2006-s2,single,2006-s2-single-GB,B,6,4,2,13,52,False,,Group stage
P0476,2006-s2,single,2006-s2-single-GB,B,6,2,2,9,50,False,,Group stage
P0602,2006-s2,single,2006-s2-single-GB,B,5,0,5,0,30,False,,Group stage
P0226,2006-s2,single,2006-s2-single-GC,C,5,4,0,14,66,False,,Group stage
P0349,2006-s2,single,2006-s2-single-GC,C,6,4,2,13,58,False,,Group stage
P0051,2006-s2,single,2006-s2-single-GC,C,6,3,3,10,55,False,,Group stage
P0434,2006-s2,single,2006-s2-single-GC,C,6,2,4,7,47,False,,Group stage
